SampleSet,AIN0,AIN1,AIN2,AIN3
2789,1424,6369943,2352778,1670462
2790,1460,6437213,2328410,1755814
2791,1461,6430614,2360842,1706153
2792,1490,6445236,2398177,1719467
2793,1456,6434229,2426930,1743254
2794,1504,6367929,2532532,1463121
2795,1442,6451341,2494943,1566557
2796,1432,6365437,2514717,1543509
2797,1488,6433736,2610485,1574767
2798,1448,6449631,2564151,1616289
2799,1487,6360036,2588861,1642943
2800,1460,6367509,2415268,1668718
2801,1449,6487783,2385870,1709083
2802,1459,6434142,2484401,1557590
2803,1453,6434447,2457832,1591945
2804,1459,6453337,2390948,1616790
2805,1462,6429672,2428813,1700900
2806,1467,6432545,2450319,1658260
2807,1431,6367883,2534430,1678462
2808,1463,6438179,2497791,1469643
2809,1444,6363061,2497994,1559010
2810,1416,6484204,1789450,1522171
2811,1405,6439523,1863709,1544987
2812,1429,6428279,1936586,1630680
2813,1459,6443511,2012924,1638181
2814,1494,6447654,1596964,1582691
2815,1473,6486292,1682256,1587600
2816,1434,6454265,1772348,1589499
2817,1449,6443928,1681894,1596423
2818,1472,6440574,1825730,1496854
2819,1460,6450366,1841353,1469886
2820,1478,6425637,1912348,1562081
2821,1455,6387285,1975435,1528617
2822,1459,6369554,2096209,1123010
2823,1423,6436317,2162321,1198521
2824,1482,6483788,2202215,1265043
2825,1484,6452953,2195683,1327698
2826,1432,6427600,2233094,1377528
2827,1414,6440038,2330554,1422749
2828,1470,6441409,2295846,1449955
2829,1452,6435162,1903311,1483335
2830,1428,6485923,1968023,1157222
2831,1480,6430281,2032998,1218428
2832,1505,6357891,2145393,1283487
2833,1442,6429471,2135813,1324839
2834,1461,6439218,2173216,1260521
2835,1455,6434828,2288401,1322823
2836,1486,6426184,2291386,1415885
2837,1439,6439514,2091519,1497015
2838,1450,6440399,2152545,1471163
2839,1439,6456527,2127799,1541740
2840,1448,6447449,2192996,1575411
2841,1454,6448603,2242892,1604226
2842,1421,6436784,2298402,1695793
2843,1435,6360590,2414590,1660022
2844,1482,6424233,2389269,1756630
2845,1436,6442778,2489422,1709159
2846,1447,6437184,2535760,1728541
2847,1476,6470832,2526941,1733515
2848,1455,6450005,2534319,1736896
2849,1480,6462359,2551851,1731388
2850,1456,6439486,2510079,1734126
2851,1459,6468390,2523124,1729896
2852,1463,6440815,2613161,1738335
2853,1491,6434257,2580324,1750543
2854,1449,6464387,2649303,1818368
2855,1482,6464818,2567875,1806970
2856,1485,6429698,2569032,1707439
2857,1465,6466378,2581675,1495999
2858,1449,6464724,2663567,1475039
2859,1508,6456537,2686346,1522343
2860,1442,6422601,2631974,1633206
2861,1430,6426997,2654482,1602515
2862,1462,6436110,2739117,1697104
2863,1416,6422843,2719666,1662122
2864,1438,6494954,2740825,1761846
2865,1452,6502696,2695136,1722956
2866,1463,6499860,2725419,1747481
2867,1438,6504287,2753442,1776433
2868,1444,6498532,2769685,1800050
2869,1436,6460314,2858004,1883528
2870,1424,6535908,2881741,1839829
2871,1449,6462455,2825244,1859883
2872,1412,6465414,2835075,1869481
2873,1451,6457953,2855595,1880412
2874,1454,6456895,2940420,1963235
2875,1457,6454420,2939129,1936104
2876,1444,6452339,2946548,1939877
2877,1470,6446502,2901167,1945423
2878,1438,6438190,2918125,2022948
2879,1445,6451088,2986971,2026878
2880,1442,6422867,2989714,2029210
2881,1422,6447541,3004808,1966422
2882,1435,6450035,2953423,1975735
2883,1430,6429397,2956068,1978163
2884,1468,6446882,2962517,1979480
2885,1443,6439135,2977658,1990252
2886,1479,6439556,2978859,1999226
2887,1467,6441569,2979341,1999305
2888,1430,6427266,2983944,2081398
2889,1493,6481592,3059780,2085994
2890,1488,6438441,3052223,2042690
2891,1476,6486769,3053547,2038470
2892,1469,6365525,3065230,2037255
2893,1463,6487014,3076315,2041270
2894,1458,6426424,3075479,2047200
2895,1446,6423974,3017291,2043444
2896,1421,6424702,3024807,2046204
2897,1428,6485982,3021303,2049260
2898,1466,6416484,3018324,2044418
2899,1444,6481955,3028336,2047639
2900,1460,6487031,3033447,2063141
2901,1433,6428044,3027849,2065484
2902,1453,6434789,3026141,2059696
2903,1481,6454577,3036011,2054730
2904,1414,6428950,3043475,2055613
2905,1456,6423729,3038248,2058850
2906,1461,6424740,3045108,2054459
2907,1428,6422530,3117693,2057495
2908,1503,6425603,3047180,2060280
2909,1434,6423414,3042469,2055733
2910,1450,6423083,3117086,2051371
2911,1459,6419778,3125333,2056272
2912,1442,6427522,3120873,2050368
2913,1459,6418799,3122905,2060029
2914,1483,6426908,3130603,2063235
2915,1463,6426503,3124468,2068697
2916,1439,6429780,3128772,2063565
2917,1439,6429777,3135618,2066704
2918,1468,6487944,3130370,2070062
2919,1449,6417004,3126907,2065392
2920,1446,6421736,3135136,2069426
2921,1479,6437502,3050268,2101296
2922,1444,6364342,3044515,2156960
2923,1466,6425031,3118508,2155715
2924,1467,6421844,3123763,2154186
2925,1456,6486188,3134054,2154818
2926,1470,6431726,3129420,2147576
2927,1442,6368486,3137302,2148331
2928,1459,6423845,3081028,2148236
2929,1436,6485617,3088417,2151640
2930,1433,6429065,3144923,2143909
2931,1449,6445811,3085272,2072600
2932,1480,6431439,3090943,2075787
2933,1462,6448005,3083649,2142804
2934,1461,6437079,3142906,2070521
2935,1478,6442703,3085234,2073855
2936,1412,6441232,3092387,2143339
2937,1465,6434398,3084858,2147574
2938,1438,6443475,3143271,2075664
2939,1472,6435992,3082465,2144858
2940,1445,6438017,3088294,2146249
2941,1467,6432900,3081131,2074245
2942,1476,6485779,3087660,2070215
2943,1455,6434944,3081901,2067361
2944,1483,6435990,3080836,2065851
2945,1462,6426495,3089338,2070673
2946,1470,6433987,3094822,2074801
2947,1423,6428400,3097582,2145348
2948,1490,6430019,3102135,2145580
2949,1440,6433522,3108836,2148850
2950,1427,6428918,3115137,2151254
2951,1460,6434415,3187148,2154564
2952,1432,6424072,3193032,2158124
2953,1466,6429173,3200484,2162489
2954,1432,6436974,3206701,2100290
2955,1469,6430863,3210449,2102605
2956,1428,6426056,3147068,2103615
2957,1447,6486134,3205946,2098743
2958,1407,6426115,3199375,2159458
2959,1427,6427680,3187978,2152111
2960,1456,6429118,3182753,2148127
2961,1461,6427410,3113200,2145958
2962,1432,6423923,3108710,2143115
2963,1450,6428613,3104507,2074914
2964,1437,6423003,3098416,2071316
2965,1427,6428261,3105934,2075579
2966,1503,6434118,3111430,2143690
2967,1486,6427258,3183033,2147704
2968,1467,6431793,3189040,2151688
2969,1461,6430112,3184873,2149073
2970,1458,6432172,3182716,2147000
2971,1440,6425924,3107813,2075809
2972,1448,6487640,3103719,2072319
2973,1430,6429664,3097490,2068907
2974,1460,6426137,3092770,2065811
2975,1437,6423364,3088639,2063576
2976,1429,6429099,3084946,2061314
2977,1451,6487507,3081809,2059406
2978,1446,6424027,3145685,2058528
2979,1486,6426302,3090217,2065264
2980,1445,6431682,3096917,2067735
2981,1474,6429067,3104287,2071713
2982,1460,6426911,3110462,2075084
2983,1435,6425864,3182563,2145076
2984,1453,6428661,3188226,2148666
2985,1443,6429423,3195162,2152368
2986,1452,6425157,3200803,2156356
2987,1478,6427606,3208806,2154039
2988,1426,6428476,3204085,2151615
2989,1437,6467149,3206247,2151399
2990,1498,6457976,3206547,2145402
2991,1445,6451721,3187241,2115763
2992,1444,6429969,3180419,2107231
2993,1468,6384372,3106293,2154387
2994,1480,6358398,3099448,2157481
2995,1482,6384135,3101132,2138537
2996,1466,6461628,3085653,2074296
2997,1453,6487794,3143388,2070310
2998,1493,6388193,3143955,2050331
2999,1478,6461198,3140247,2054648
3000,1485,6370027,3085447,2060684
3001,1483,6431722,3095230,2067314
3002,1415,6441082,3105551,2073315
3003,1467,6446849,3182183,2146781
3004,1435,6438009,3194629,2154318
3005,1443,6442940,3203745,2159102
3006,1474,6357554,3209502,2161184
3007,1422,6430202,3148048,2098255
3008,1442,6438809,3153251,2101478
3009,1467,6455963,3148817,2097759
3010,1468,6434964,3205016,2160458
3011,1465,6426965,3201069,2157285
3012,1419,6438255,3200400,2157131
3013,1456,6432308,3199146,2156013
3014,1458,6436481,3194941,2160012
3015,1452,6435605,3198474,2161350
3016,1463,6426888,3200611,2160780
3017,1477,6431695,3208180,2161584
3018,1427,6433616,3149583,2099988
3019,1438,6433155,3156922,2104689
3020,1459,6430695,3163838,2109160
3021,1430,6431948,3173580,2114716
3022,1435,6433590,3169940,2111490
3023,1430,6428239,3163478,2107470
3024,1439,6429734,3149804,2098543
3025,1475,6425622,3209050,2160430
3026,1451,6428806,3204360,2157066
3027,1456,6487891,3200003,2154333
3028,1461,6426495,3196372,2151911
3029,1463,6432333,3203850,2153378
3030,1439,6486865,3147805,2159717
3031,1444,6433677,3153696,2097632
3032,1475,6428142,3157974,2099706
3033,1437,6430035,3161712,2101949
3034,1468,6428122,3167152,2105292
3035,1448,6484564,3171888,2108585
3036,1453,6429374,3177242,2112221
3037,1451,6429825,3247752,2115824
3038,1473,6431901,3254412,2120236
3039,1461,6428636,3259875,2123769
3040,1448,6375779,3262710,2125531
3041,1437,6426743,3264172,2126102
3042,1474,6425109,3266220,2127471
3043,1470,6425400,3268568,2129289
3044,1435,6425573,3261163,2128276
3045,1474,6427599,3251792,2130307
3046,1467,6424662,3257201,2133102
3047,1457,6428952,3264252,2136223
3048,1433,6428884,3268613,2137824
3049,1440,6426564,3260808,2131202
3050,1443,6486651,3180222,2120849
3051,1433,6425869,3172744,2115678
3052,1466,6431417,3166157,2110799
3053,1446,6429492,3160510,2106846
3054,1416,6424618,3154955,2103268
3055,1449,6423316,3150357,2107503
3056,1418,6423497,3157093,2111606
3057,1445,6486508,3159157,2111033
3058,1476,6423129,3164075,2112553
3059,1456,6427202,3169073,2114718
3060,1476,6427417,3174450,2117263
3061,1454,6428568,3179397,2119078
3062,1427,6430649,3249411,2123369
3063,1448,6424403,3253824,2125915
3064,1440,6428591,3249920,2122688
3065,1433,6424528,3173229,2114665
3066,1469,6425448,3166933,2109423
3067,1480,6428542,3159205,2104592
3068,1445,6426558,3153077,2100700
3069,1459,6432867,3147711,2162060
3070,1422,6361959,3207063,2158804
3071,1435,6424866,3202364,2155341
3072,1454,6427764,3198468,2160498
3073,1506,6426817,3206117,2099739
3074,1471,6424303,3146030,2103089
3075,1426,6420150,3149256,2104964
3076,1451,6423187,3152531,2106868
3077,1438,6423756,3154024,2106714
3078,1456,6429501,3160114,2109378
3079,1461,6423116,3165332,2112041
3080,1477,6485246,3170414,2114831
3081,1457,6430821,3177794,2118872
3082,1435,6426997,3249512,2122359
3083,1452,6429199,3253239,2124136
3084,1456,6429473,3255980,2125381
3085,1454,6487835,3259148,2126412
3086,1461,6429341,3262414,2127947
3087,1471,6423350,3265111,2129450
3088,1456,6428655,3268631,2131273
3089,1460,6424588,3271770,2133588
3090,1465,6484665,3275767,2135819
3091,1490,6427434,3268650,2136611
3092,1475,6425825,3269402,2136098
3093,1445,6426155,3268897,2135251
3094,1476,6424910,3271838,2136822
3095,1452,6359716,3275031,2137986
3096,1447,6425203,3212510,2139612
3097,1474,6424992,3215510,2141308
3098,1416,6427701,3273643,2136449
3099,1459,6427791,3267500,2131943
3100,1437,6426463,3253843,2125647
3101,1446,6424218,3180137,2119488
3102,1449,6426908,3172430,2114197
3103,1466,6423772,3166176,2109726
3104,1480,6424078,3160109,2112458
3105,1472,6451372,3154231,2113467
3106,1462,6429831,2686720,2105036
3107,1442,6426247,2656377,2098491
3108,1458,6422916,2694345,2150593
3109,1468,6449243,2728330,2067176
3110,1467,6449352,2739814,2047272
3111,1459,6365487,2699491,2039432
3112,1448,6358145,2791185,2039697
3113,1468,6483660,2755924,2040070
3114,1459,6483272,2776864,2035121
3115,1446,6428392,2778497,2093242
3116,1474,6372200,2858206,2080846
3117,1460,6357137,2846653,2079663
3118,1457,6450175,2873337,2009770
3119,1427,6485224,2881076,1998298
3120,1443,6446654,2830077,1996378
3121,1443,6439989,2846526,1997584
3122,1452,6444516,2928049,2000007
3123,1442,6432694,2943084,2001865
3124,1444,6432736,2889740,2002818
3125,1433,6442021,2900518,2003607
3126,1433,6442840,2920384,2011687
3127,1470,6438248,3004646,2084693
3128,1455,6425088,2954716,2089093
3129,1470,6438469,2973392,2096867
3130,1422,6436850,3056516,2039091
3131,1455,6436723,3074732,2047287
3132,1463,6432291,3024779,2053559
3133,1448,6428069,3039668,2059081
3134,1454,6427602,3117546,2064249
3135,1468,6427803,3129664,2062901
3136,1427,6433881,3130707,2062034
3137,1480,6427349,3125848,2057179
3138,1439,6425206,3126624,2059229
3139,1449,6429455,3122431,2059105
3140,1472,6431025,3124936,2058384
3141,1470,6429218,3125613,2057255
3142,1451,6429124,3124906,2054849
3143,1429,6425611,3124419,2053489
3144,1442,6428277,3125114,2052862
3145,1455,6433956,3125658,2052391
3146,1469,6426938,3136339,2058779
3147,1439,6429911,3144327,2062540
3148,1408,6424154,3091102,2069428
3149,1479,6427570,3102387,2075805
3150,1443,6428727,3112068,2145941
3151,1454,6426652,3184621,2149435
3152,1462,6430340,3192518,2153617
3153,1434,6425752,3200450,2157490
3154,1459,6423574,3197114,2154205
3155,1460,6428950,3193880,2151681
3156,1425,6433713,3186031,2146257
3157,1462,6487625,3184376,2144629
3158,1489,6360837,3181815,2076753
3159,1479,6429337,3113055,2073944
3160,1427,6425069,3108874,2071312
3161,1435,6427151,3105729,2069872
3162,1422,6430970,3103521,2075137
3163,1426,6360300,3100523,2145404
3164,1452,6426673,3108839,2150354
3165,1431,6428918,3106378,2075850
3166,1457,6432551,3181666,2147112
3167,1442,6430401,3188462,2149365
3168,1469,6487482,3195786,2152464
3169,1431,6427123,3203301,2156441
3170,1449,6425390,3210125,2160538
3171,1465,6486747,3150765,2097767
3172,1427,6452951,3154660,2101540
3173,1490,6486839,3161418,2105682
3174,1499,6424097,3169234,2110469
3175,1464,6429095,3175183,2113870
3176,1464,6429234,3179830,2116088
3177,1447,6433231,3172311,2110731
3178,1452,6426047,3166190,2106215
3179,1435,6487928,3160324,2102250
3180,1440,6429713,3149350,2098257
3181,1454,6424486,3209818,2160805
3182,1426,6486649,3205953,2158790
3183,1435,6427095,3203366,2156446
3184,1487,6428542,3198770,2153687
3185,1443,6432477,3193475,2149790
3186,1470,6424014,3188641,2146487
3187,1466,6487356,3184836,2151081
3188,1447,6423005,3191582,2155292
3189,1432,6424385,3196688,2157228
3190,1453,6488009,3205042,2161719
3191,1461,6422858,3148469,2100515
3192,1419,6430827,3156664,2104763
3193,1493,6426029,3163009,2107849
3194,1481,6428409,3167213,2103268
3195,1480,6430778,3161435,2099859
3196,1433,6423968,3156446,2158123
3197,1468,6486131,3150875,2155464
3198,1414,6427857,3146277,2152588
3199,1430,6427587,3207355,2150486
3200,1459,6424225,3204286,2149386
3201,1446,6487291,3200581,2147584
3202,1442,6421207,3195338,2144541
3203,1474,6423387,3200691,2148519
3204,1456,6422669,3205419,2152917
3205,1442,6425188,3210553,2154738
3206,1404,6424961,3152676,2160065
3207,1431,6484235,3159224,2098743
3208,1450,6427406,3166796,2103802
3209,1433,6429980,3173496,2107871
3210,1459,6423516,3178308,2111022
3211,1486,6432329,3171602,2106408
3212,1477,6357206,3164355,2102748
3213,1460,6429628,3152890,2161027
3214,1432,6427601,3147152,2157685
3215,1437,6423794,3207925,2155112
3216,1432,6428679,3204280,2152987
3217,1473,6425343,3201229,2151895
3218,1467,6430520,3198111,2149686
3219,1456,6426706,3204659,2154745
3220,1445,6358154,3208541,2155292
3221,1421,6428077,3149845,2159836
3222,1435,6424812,3156304,2098486
3223,1460,6423703,3163224,2102752
3224,1431,6425545,3169188,2106297
3225,1474,6430505,3164714,2100291
3226,1486,6486468,3160867,2098281
3227,1430,6487841,3155976,2160792
3228,1475,6431165,3150292,2157153
3229,1436,6427771,3154061,2160889
3230,1459,6434726,3153262,2143507
3231,1489,6361204,3138350,2146022
3232,1466,6436294,3141271,2077087
3233,1465,6487725,3088803,2101913
3234,1479,6444879,3099287,2039536
3235,1460,6461258,3108227,2040636
3236,1479,6455216,3102716,2038298
3237,1447,6456541,3097768,2034929
3238,1471,6485110,3099821,2037690
3239,1505,6445858,3104206,2091706
3240,1443,6365278,3107196,2089446
3241,1473,6440702,3111049,2085685
3242,1449,6436732,3109624,2089860
3243,1416,6445980,3107255,2093356
3244,1412,6441459,3103092,2094844
3245,1443,6431945,3099802,2097001
3246,1434,6437313,3097991,2033313
3247,1444,6438409,3095354,2034549
3248,1494,6438361,3093059,2036398
3249,1486,6430777,3092535,2038885
3250,1426,6426874,3092667,2041431
3251,1445,6432834,3102242,2049577
3252,1450,6433275,3109483,2056204
3253,1482,6434942,3115213,2059839
3254,1453,6435238,3188864,2066440
3255,1465,6363272,3196015,2072315
3256,1444,6432344,3204355,2143612
3257,1449,6434900,3146245,2149183
3258,1449,6429445,3153938,2155460
3259,1442,6434700,3161910,2161088
3260,1436,6488045,3167483,2100297
3261,1496,6432422,3172010,2102841
3262,1485,6430855,3175809,2099530
3263,1429,6426092,3169607,2162552
3264,1455,6432974,3158188,2155650
3265,1461,6485464,3151976,2152935
3266,1489,6432788,3147457,2151079
3267,1462,6431510,3209930,2150268
3268,1451,6426815,3206147,2148524
3269,1450,6424496,3146416,2153120
3270,1460,6418978,3150054,2154607
3271,1469,6487498,3156248,2158243
3272,1441,6427545,3162265,2162484
3273,1472,6427015,3168352,2101430
3274,1418,6426715,3174245,2106059
3275,1459,6425231,3169407,2103680
3276,1449,6429789,3166217,2098413
3277,1460,6429018,3161164,2161279
3278,1439,6426920,3154748,2157713
3279,1453,6428187,3148199,2154084
3280,1411,6487312,3208482,2151628
3281,1453,6426268,3148514,2156303
3282,1478,6427862,3151367,2158181
3283,1447,6430549,3158712,2097824
3284,1445,6423574,3166411,2103237
3285,1457,6359155,3173766,2106560
3286,1443,6427023,3166543,2108825
3287,1455,6428784,3170929,2110444
3288,1452,6486793,3175033,2112949
3289,1476,6427134,3179961,2115446
3290,1430,6423699,3249532,2118066
3291,1434,6423873,3178197,2113992
3292,1445,6432020,3173126,2107120
3293,1435,6423653,3168651,2104906
3294,1453,6427699,3162937,2101245
3295,1456,6423197,3156516,2097408
3296,1464,6426123,3149832,2158958
3297,1478,6431691,3209745,2156219
3298,1477,6427698,3204510,2161766
3299,1474,6424880,3209942,2099887
3300,1459,6483489,3149016,2102954
3301,1436,6428226,3154516,2104603
3302,1469,6487613,3162465,2108806
3303,1419,6423533,3169069,2112189
3304,1473,6486557,3173566,2114280
3305,1459,6420983,3177397,2116263
3306,1458,6427489,3247583,2119241
3307,1437,6485242,3251354,2121448
3308,1472,6427829,3180111,2117028
3309,1480,6428768,3174601,2109529
3310,1455,6482507,3169770,2106921
3311,1448,6428283,3164518,2112783
3312,1484,6427092,3166904,2114134
3313,1478,6428086,3169683,2115690
3314,1436,6426140,3173994,2117653
3315,1466,6426411,3169044,2113441
3316,1435,6431328,3172370,2118580
3317,1450,6425997,3177883,2120808
3318,1416,6487078,3172993,2116952
3319,1507,6425918,3163595,2110448
3320,1451,6421705,3158667,2113233
3321,1416,6424255,3163597,2108994
3322,1447,6425387,3166659,2111334
3323,1440,6432124,3167976,2113978
3324,1450,6426043,3173038,2116324
3325,1452,6362621,3178877,2119004
3326,1468,6428089,3249921,2121599
3327,1465,6424450,3255832,2125036
3328,1436,6424480,3250692,2120870
3329,1455,6425110,3173023,2112829
3330,1467,6423106,3165100,2107396
3331,1426,6425595,3158393,2102549
3332,1444,6487201,3153013,2099175
3333,1445,6424210,3158031,2102831
3334,1458,6487787,3162615,2104100
3335,1469,6484267,3168701,2107743
3336,1436,6424480,3176488,2112856
3337,1451,6422558,3248326,2116621
3338,1469,6425345,3252762,2112245
3339,1452,6429177,3173446,2103983
3340,1454,6426528,3166643,2100274
3341,1425,6482299,3160599,2097166
3342,1473,6429292,3154831,2159709
3343,1486,6425322,3159786,2098529
3344,1479,6425426,3162410,2100776
3345,1449,6487411,3170108,2105354
3346,1457,6425334,3176033,2108963
3347,1462,6428832,3246381,2111941
3348,1450,6423776,3249791,2114561
3349,1447,6424764,3253631,2117448
3350,1461,6434303,3246184,2112471
3351,1480,6457320,3159396,2108656
3352,1492,6461627,3075370,2161113
3353,1491,6423227,2829904,2150012
3354,1440,6382618,2913511,2146612
3355,1449,6368555,2937611,2073552
3356,1472,6448040,2894039,2072093
3357,1472,6458220,2901079,2064063
3358,1482,6427771,2897860,2066987
3359,1480,6366263,2896600,2060554
3360,1457,6467606,2915853,2074454
3361,1410,6425433,2992960,2143678
3362,1449,6441869,3012388,2151327
3363,1469,6426960,2952352,2071864
3364,1428,6445551,2969672,2074488
3365,1444,6439048,2984569,2075470
3366,1442,6434948,3067285,2144427
3367,1463,6437668,3018467,2147970
3368,1457,6428668,3032161,2149686
3369,1448,6431956,3052205,2152669
3370,1463,6435387,3070282,2155298
3371,1427,6437485,3020159,2156487
3372,1451,6429794,3033025,2157449
3373,1425,6424899,3035562,2158045
3374,1463,6436977,3049025,2159688
3375,1442,6433894,3126072,2160394
3376,1423,6433906,3138233,2097517
3377,1459,6431372,3085100,2101062
3378,1449,6427231,3097271,2104494
3379,1458,6432962,3107735,2106990
3380,1434,6428904,3105930,2101352
3381,1428,6431319,3103703,2162345
3382,1441,6426492,3096454,2154209
3383,1447,6424148,3093414,2153517
3384,1426,6425286,3093353,2150300
3385,1443,6430140,3087005,2144229
3386,1449,6426627,3088048,2077188
3387,1429,6429792,3088509,2075487
3388,1463,6424849,3087287,2072772
3389,1457,6426875,3084657,2069480
3390,1430,6433040,3082407,2066561
3391,1467,6429070,3081760,2064997
3392,1473,6434005,3091068,2070206
3393,1432,6423329,3099534,2075611
3394,1429,6423174,3107462,2146802
3395,1450,6430807,3114651,2152486
3396,1467,6428375,3189061,2156328
3397,1462,6431771,3197043,2159695
3398,1473,6425159,3202567,2161652
3399,1456,6423165,3209424,2099203
3400,1474,6426544,3150164,2102397
3401,1453,6425491,3157151,2106103
3402,1464,6487782,3162881,2109172
3403,1430,6424639,3169414,2113123
3404,1452,6430185,3176581,2116972
3405,1440,6427966,3246833,2119627
3406,1432,6427919,3247743,2113244
3407,1442,6429964,3248992,2115360
3408,1443,6429713,3251103,2117530
3409,1461,6430428,3252926,2157720
3410,1460,6459797,3174736,2158108
3411,1419,6432712,3178105,2098005
3412,1427,6427497,3249246,2104724
3413,1453,6424340,3254308,2107996
3414,1471,6430365,3255020,2108978
3415,1432,6423959,3258161,2111731
3416,1429,6422896,3259957,2112939
3417,1458,6424688,3263161,2115987
3418,1438,6365421,3266835,2118338
3419,1432,6426137,3269871,2121487
3420,1470,6430232,3274721,2125464
3421,1472,6423708,3213358,2128689
3422,1418,6429778,3215700,2123940
3423,1450,6425598,3271870,2114633
3424,1438,6449804,3268397,2139930
3425,1457,6427402,3270414,2141051
3426,1433,6432371,3273074,2141705
3427,1422,6427417,3275573,2208364
3428,1437,6486218,3213212,2209744
3429,1436,6425825,3272357,2139044
3430,1483,6434781,3266045,2129568
3431,1448,6428217,3257646,2123696
3432,1465,6487578,3247722,2117407
3433,1453,6434387,3174487,2112582
3434,1427,6424181,3167629,2108087
3435,1459,6429422,3171602,2111789
3436,1465,6424707,3175522,2114685
3437,1444,6432204,3179110,2118286
3438,1446,6486371,3246759,2118901
3439,1432,6430773,3252681,2121931
3440,1434,6432402,3255962,2123596
3441,1458,6426079,3258800,2124454
3442,1446,6428942,3261732,2126859
3443,1437,6422984,3265117,2128059
3444,1444,6427600,3258358,2123635
3445,1455,6427558,3180207,2115557
3446,1462,6425455,3174642,2112436
3447,1474,6427897,3169226,2108787
3448,1448,6484861,3163007,2104326
3449,1409,6487724,3155629,2106302
3450,1443,6425823,3159705,2109607
3451,1449,6423103,3157562,2130360
3452,1455,6428611,3159329,2128274
3453,1476,6424062,3166372,2129470
3454,1443,6429803,3172750,2131022
3455,1439,6426401,3178858,2133785
3456,1455,6433278,3251055,2135703
3457,1481,6423453,3254882,2135932
3458,1462,6486985,3257759,2135556
3459,1510,6426611,3250661,2129604
3460,1435,6427852,3172141,2119912
3461,1424,6430385,3166262,2114964
3462,1441,6427595,3159407,2110361
3463,1455,6427221,3155853,2107546
3464,1445,6487565,3151637,2111049
3465,1445,6487262,3156457,2113311
3466,1523,6427128,3159965,2111819
3467,1469,6486000,3165101,2114063
3468,1414,6425458,3171520,2117005
3469,1453,6422995,3176607,2119344
3470,1490,6377176,3171775,2138387
3471,1461,6452577,3152504,2172930
3472,1508,6448916,3156284,2162793
3473,1452,6367376,3151837,2217643
3474,1438,6359131,3155953,2207492
3475,1444,6425536,3210283,2130258
3476,1439,6438893,3197754,2122634
3477,1452,6450622,3100983,2107775
3478,1480,6364554,3095659,2151369
3479,1463,6426371,3101536,2143213
3480,1449,6441811,3100402,2146269
3481,1482,6464502,3096716,2075014
3482,1448,6436445,3093161,2146308
3483,1466,6487829,3096308,2076638
3484,1450,6442056,3093920,2076276
3485,1455,6442189,3100202,2143661
3486,1496,6443032,3110398,2148622
3487,1453,6427541,3185895,2153867
3488,1484,6442646,3195732,2159391
3489,1452,6439899,3205098,2099210
3490,1431,6439125,3147805,2103231
3491,1428,6438199,3209237,2099234
3492,1452,6424794,3198661,2157493
3493,1476,6438131,3195162,2154747
3494,1444,6436229,3191033,2151975
3495,1472,6427879,3188002,2149572
3496,1436,6433961,3195588,2154676
3497,1496,6486982,3201501,2157519
3498,1470,6431896,3210600,2162281
3499,1448,6430705,3152092,2100410
3500,1446,6424306,3156506,2102282
3501,1452,6425913,3161542,2105522
3502,1468,6424079,3167041,2109025
3503,1434,6436228,3168485,2109784
3504,1451,6432099,3174551,2113500
3505,1435,6431353,3246167,2117286
3506,1472,6426919,3253437,2121587
3507,1430,6425407,3258564,2123825
3508,1470,6430419,3261950,2125565
3509,1469,6428994,3253666,2116058
3510,1434,6433304,3246246,2111713
3511,1464,6426270,3173436,2107551
3512,1443,6430202,3167628,2103710
3513,1456,6424647,3161421,2107123
3514,1482,6427288,3155702,2103621
3515,1471,6425409,3162158,2107992
3516,1441,6425011,3164206,2108686
3517,1451,6426274,3169557,2110637
3518,1427,6423742,3173470,2113084
3519,1424,6427978,3179248,2116421
3520,1462,6431258,3249076,2119004
3521,1449,6423096,3177297,2114881
3522,1455,6429973,3166065,2107659
3523,1470,6427371,3161930,2104827
3524,1452,6427777,3157681,2102152
3525,1421,6427054,3151176,2097543
3526,1476,6426740,3147189,2160468
3527,1464,6425112,3208287,2157314
3528,1475,6424095,3198295,2150705
3529,1460,6428097,3194735,2148364
3530,1477,6427682,3190912,2146180
3531,1446,6423131,3187787,2145005
3532,1494,6425996,3186378,2144116
3533,1460,6428466,3183295,2076690
3534,1487,6487521,3189839,2146792
3535,1448,6429358,3194522,2150202
3536,1440,6483968,3199811,2152117
3537,1479,6425786,3207322,2156197
3538,1467,6430116,3149477,2160618
3539,1457,6424122,3156507,2155753
3540,1476,6427847,3161445,2161581
3541,1449,6486621,3158229,2159923
3542,1489,6427113,3147286,2156294
3543,1433,6430543,3206764,2152116
3544,1487,6422728,3201005,2149159
3545,1437,6424735,3197018,2146912
3546,1484,6424379,3192159,2144782
3547,1455,6424809,3198633,2149617
3548,1458,6425655,3204973,2154964
3549,1480,6426475,3209735,2158420
3550,1429,6427913,3151993,2097525
3551,1454,6360839,3158093,2100651
3552,1479,6428000,3162291,2103258
3553,1454,6422976,3164959,2106221
3554,1454,6428108,3170493,2109913
3555,1439,6427474,3165699,2102549
3556,1449,6427560,3159459,2098686
3557,1465,6427823,3155288,2162218
3558,1459,6425611,3151947,2160595
3559,1507,6429114,3147565,2157451
3560,1495,6427327,3151769,2160608
3561,1431,6424663,3154630,2161052
3562,1472,6431315,3160511,2099090
3563,1478,6424883,3166638,2103051
3564,1441,6422787,3172475,2106468
