SampleSet,AIN0,AIN1,AIN2,AIN3
4830,1455,6427062,3152331,2101510
4831,1446,6424093,3147174,2097478
4832,1450,6432409,3210134,2161902
4833,1467,6425371,3208006,2159912
4834,1445,6436399,3203147,2156674
4835,1442,6427966,3196247,2151878
4836,1438,6486626,3200439,2155499
4837,1457,6430009,3206014,2159643
4838,1440,6425283,3210357,2160782
4839,1429,6432219,3152204,2099311
4840,1502,6427324,3157809,2097155
4841,1477,6422561,3166801,2103267
4842,1425,6426795,3172099,2106130
4843,1440,6486797,3176781,2108920
4844,1423,6428235,3179820,2110739
4845,1447,6427032,3249136,2113493
4846,1530,6365351,3253142,2116825
4847,1445,6427235,3247151,2112855
4848,1452,6429938,3175927,2109117
4849,1421,6423555,3170728,2103292
4850,1444,6425962,3166773,2100929
4851,1438,6422816,3161140,2099808
4852,1430,6426432,3152894,2101141
4853,1458,6428461,3158048,2104066
4854,1469,6424010,3154059,2100905
4855,1433,6429513,3208514,2159023
4856,1427,6416330,3203929,2155921
4857,1465,6486915,3199668,2153519
4858,1471,6427805,3197831,2153120
4859,1446,6423950,3195175,2151209
4860,1445,6425446,3200957,2155457
4861,1460,6420712,3204866,2158292
4862,1473,6424714,3207170,2161950
4863,1457,6423835,3148783,2099850
4864,1465,6487319,3155207,2103530
4865,1476,6428464,3161677,2107322
4866,1460,6420753,3167925,2111110
4867,1482,6429744,3164693,2108602
4868,1430,6424373,3154554,2101576
4869,1461,6427953,3148759,2097243
4870,1425,6426799,3207476,2158285
4871,1463,6485988,3202642,2154815
4872,1442,6429306,3197657,2152052
4873,1455,6426949,3203382,2156493
4874,1463,6426913,3209381,2161008
4875,1431,6427352,3147266,2097894
4876,1460,6357413,3156068,2102089
4877,1470,6425141,3162359,2106092
4878,1443,6423776,3162414,2107535
4879,1459,6487613,3164994,2101571
4880,1463,6485576,3156436,2098445
4881,1449,6458536,3148065,2157503
4882,1462,6461771,3153177,2159719
4883,1474,6431030,3159654,2098975
4884,1452,6429370,3167338,2104386
4885,1463,6488058,3173502,2108747
4886,1474,6426453,3178613,2111297
4887,1478,6428124,3247364,2113446
4888,1478,6431938,3251308,2116111
4889,1457,6429234,3179582,2111790
4890,1475,6485262,3171832,2108336
4891,1443,6429829,3160819,2104580
4892,1479,6427157,3155875,2101990
4893,1464,6422567,3152323,2099935
4894,1474,6424810,3147290,2162442
4895,1469,6483019,3151599,2099537
4896,1459,6485114,3155461,2102293
4897,1441,6429439,3157518,2103145
4898,1458,6460630,3162412,2100395
4899,1459,6429434,3166554,2104194
4900,1450,6429805,3170196,2108081
4901,1450,6423633,3173420,2109875
4902,1445,6428968,3245964,2114057
4903,1449,6430040,3250932,2117122
4904,1461,6428633,3254390,2119337
4905,1418,6425775,3257342,2121623
4906,1473,6428403,3251315,2117060
4907,1429,6423478,3172962,2108791
4908,1408,6429328,3166814,2105200
4909,1451,6487828,3161477,2102211
4910,1464,6420622,3157061,2098915
4911,1445,6486643,3151268,2161381
4912,1428,6423385,3211055,2157716
4913,1470,6425805,3149452,2161256
4914,1449,6427208,3152283,2097227
4915,1465,6485209,3158192,2100791
4916,1452,6427576,3164930,2104383
4917,1473,6454804,3165864,2099690
4918,1463,6458790,3186832,2130119
4919,1452,6464649,3112419,2124012
4920,1484,6482928,3108269,2117194
4921,1451,6429036,3113408,2118596
4922,1467,6438530,3186807,2118786
4923,1476,6454115,3191622,2119032
4924,1409,6462409,3175199,2103715
4925,1472,6454917,3110392,2160858
4926,1458,6455660,3107270,2153852
4927,1451,6359059,3108688,2153875
4928,1490,6486831,3183783,2158983
4929,1459,6449820,3112518,2152180
4930,1473,6436560,3107924,2148484
4931,1464,6438675,3106132,2146504
4932,1470,6442897,3104039,2144098
4933,1455,6447177,3102355,2076422
4934,1453,6435765,3110853,2146863
4935,1435,6430764,3185752,2152862
4936,1479,6440771,3192321,2155819
4937,1462,6439077,3200826,2159963
4938,1451,6441596,3207233,2156661
4939,1442,6486684,3201508,2153536
4940,1462,6429786,3197585,2150942
4941,1455,6434638,3193425,2148467
4942,1437,6430544,3189421,2146427
4943,1456,6432187,3186156,2144576
4944,1448,6431818,3194315,2150475
4945,1490,6422554,3200890,2155190
4946,1420,6432898,3206010,2158802
4947,1404,6431928,3207666,2161968
4948,1421,6430151,3148402,2099939
4949,1447,6432445,3154852,2103566
4950,1458,6422710,3160928,2106468
4951,1478,6429731,3166497,2109929
4952,1476,6430200,3173215,2114177
4953,1463,6428261,3179238,2117776
4954,1443,6429581,3249301,2120199
4955,1465,6424747,3252839,2120664
4956,1463,6426144,3254601,2122148
4957,1450,6423457,3258189,2123843
4958,1459,6427648,3259504,2125368
4959,1438,6423112,3263382,2127579
4960,1463,6423320,3267285,2129197
4961,1433,6425755,3261746,2132705
4962,1431,6428705,3256184,2127808
4963,1490,6428136,3178232,2118824
4964,1458,6431811,3169774,2112987
4965,1479,6427521,3163659,2108508
4966,1459,6431295,3157341,2104451
4967,1474,6426358,3162290,2108149
4968,1429,6428939,3166750,2108944
4969,1445,6423644,3173601,2113075
4970,1452,6425017,3246864,2117355
4971,1452,6430145,3251953,2120110
4972,1438,6361202,3177327,2113363
4973,1457,6425339,3168872,2107693
4974,1479,6358122,3161512,2110612
4975,1487,6487687,3165096,2112772
4976,1473,6426767,3168675,2115440
4977,1456,6427458,3171990,2118077
4978,1456,6486048,3173479,2119024
4979,1451,6483124,3245946,2121987
4980,1479,6433108,3251161,2123619
4981,1454,6423308,3254011,2124959
4982,1461,6428449,3257522,2126641
4983,1432,6429150,3261113,2128689
4984,1462,6357413,3263844,2130140
4985,1438,6429536,3267052,2131356
4986,1438,6424327,3259703,2126484
4987,1490,6427148,3248873,2118849
4988,1471,6424810,3176990,2114329
4989,1453,6361818,3168929,2110255
4990,1484,6428510,3161832,2105301
4991,1447,6487840,3154831,2100957
4992,1479,6426323,3148634,2162479
4993,1453,6424208,3209283,2159454
4994,1454,6483904,3148791,2098059
4995,1478,6487626,3154163,2102866
4996,1477,6425896,3158097,2104633
4997,1471,6384429,3164078,2107771
4998,1423,6485262,3158636,2110732
4999,1458,6485716,3162220,2113122
5000,1447,6426538,3163948,2112860
5001,1443,6427888,3169954,2115384
5002,1467,6427325,3175520,2118066
5003,1451,6426453,3246149,2121315
5004,1486,6426950,3176482,2118005
5005,1452,6425026,3165870,2110218
5006,1465,6430610,3160000,2105649
5007,1431,6427091,3152738,2100746
5008,1481,6425446,3146583,2162507
5009,1447,6416974,3206983,2100268
5010,1456,6425711,3147268,2103225
5011,1470,6423019,3149845,2106127
5012,1442,6425765,3157123,2110972
5013,1455,6428168,3163008,2114747
5014,1479,6485222,3165334,2114743
5015,1448,6427225,3170871,2115992
5016,1434,6427664,3174579,2117902
5017,1436,6427029,3179334,2120890
5018,1459,6425113,3249760,2116551
5019,1452,6420016,3177737,2113009
5020,1495,6429519,3166327,2108505
5021,1436,6425748,3161680,2105174
5022,1454,6488053,3157101,2101850
5023,1454,6431204,3151985,2098316
5024,1428,6417812,3210274,2159193
5025,1479,6424614,3149247,2162359
5026,1474,6427104,3153681,2100716
5027,1463,6426876,3155909,2104587
5028,1464,6422886,3162188,2108082
5029,1451,6420624,3168028,2111564
5030,1432,6430298,3175862,2116050
5031,1474,6423268,3170898,2112385
5032,1405,6432130,3159640,2104199
5033,1460,6426070,3152574,2099473
5034,1437,6427375,3146960,2161348
5035,1482,6424902,3151833,2099784
5036,1429,6425474,3154900,2101230
5037,1440,6460585,3159470,2104511
5038,1465,6454366,3160620,2103449
5039,1464,6445229,3150789,2099601
5040,1504,6434568,3155343,2161242
5041,1464,6426804,3155733,2098006
5042,1484,6422617,3156704,2100332
5043,1457,6432462,3157854,2158894
5044,1453,6452442,3210402,2150402
5045,1429,6450767,3100268,2076692
5046,1460,6451850,3094912,2144189
5047,1466,6441192,3091404,2070001
5048,1467,6421453,3089725,2067334
5049,1473,6486978,3085147,2071817
5050,1463,6445460,3090442,2074802
5051,1455,6443443,3101323,2145525
5052,1457,6435287,3110899,2150022
5053,1438,6434193,3185391,2154311
5054,1449,6437194,3193762,2158534
5055,1451,6442139,3203265,2098094
5056,1460,6431421,3146231,2102625
5057,1451,6435634,3152759,2105948
5058,1429,6486303,3156405,2107754
5059,1395,6432234,3151487,2102902
5060,1454,6430588,3146985,2099277
5061,1432,6431268,3208154,2161528
5062,1460,6436905,3198120,2154675
5063,1426,6487935,3194281,2152269
5064,1503,6430477,3192736,2153671
5065,1464,6434153,3183985,2151369
5066,1476,6430492,3114893,2157442
5067,1439,6432091,3110059,2153858
5068,1490,6423411,3107506,2150886
5069,1463,6435597,3100089,2143895
5070,1447,6431355,3098305,2075928
5071,1440,6426124,3096637,2073888
5072,1448,6432405,3095602,2072448
5073,1461,6487776,3095135,2071506
5074,1449,6424771,3093828,2069386
5075,1425,6430187,3091153,2066541
5076,1458,6431887,3088719,2064357
5077,1454,6423308,3087207,2062443
5078,1479,6485440,3095589,2067833
5079,1476,6429981,3103732,2070905
5080,1446,6423469,3113791,2076659
5081,1490,6430940,3188834,2148137
5082,1445,6427115,3198412,2153583
5083,1454,6428163,3205849,2157993
5084,1474,6430683,3146124,2160947
5085,1460,6426940,3151935,2099051
5086,1465,6431221,3147768,2161607
5087,1498,6423238,3203404,2157921
5088,1454,6424497,3199218,2155078
5089,1482,6428110,3209392,2075231
5090,1448,6428020,2521332,2060573
5091,1462,6427460,2557502,2048093
5092,1441,6440858,2589839,2036445
5093,1476,6426264,2682193,2093144
5094,1422,6422906,2642226,2083319
5095,1448,6487521,2735779,2078653
5096,1456,6429150,2696129,2009353
5097,1472,6423200,2722312,2007725
5098,1473,6426283,2811754,2077953
5099,1455,6428325,2776063,2082290
5100,1470,6428131,2866228,2085793
5101,1442,6425685,2828111,2089988
5102,1463,6485223,2854763,2094384
5103,1477,6425697,2945198,2034484
5104,1478,6425885,2893993,2038703
5105,1482,6423294,2906607,2037788
5106,1431,6422780,2914465,2033638
5107,1449,6422047,2990362,2032268
5108,1453,6427797,2999184,2096032
5109,1459,6485911,3007069,2094849
5110,1431,6428234,2958956,2035279
5111,1455,6428436,2975274,2038667
5112,1448,6359964,3058470,2044754
5113,1450,6431298,3075465,2050881
5114,1446,6423057,3026907,2057766
5115,1449,6423807,3042807,2057055
5116,1453,6426793,3040384,2052258
5117,1458,6485969,3041167,2049826
5118,1468,6427919,3042611,2051834
5119,1442,6424336,3121049,2057728
5120,1444,6426790,3133434,2063310
5121,1464,6359964,3144548,2068807
5122,1455,6487700,3144882,2067340
5123,1439,6423297,3141125,2063497
5124,1438,6486763,3142022,2062522
5125,1476,6486496,3141349,2060572
5126,1446,6424242,3139886,2058516
5127,1446,6487218,3138277,2056980
5128,1419,6423256,3082643,2063023
5129,1458,6427677,3089755,2066299
5130,1450,6428165,3100589,2071951
5131,1433,6423396,3111238,2143376
5132,1459,6485701,3186534,2149555
5133,1463,6425016,3195220,2154243
5134,1427,6431153,3202383,2158006
5135,1442,6424093,3197613,2154249
5136,1466,6424611,3188113,2147790
5137,1489,6486702,3184752,2144759
5138,1450,6423405,3181817,2077001
5139,1449,6486151,3113418,2075009
5140,1479,6425577,3111907,2074342
5141,1423,6426752,3185802,2145746
5142,1460,6357960,3191678,2149981
5143,1443,6487967,3194196,2153133
5144,1455,6430789,3201548,2157019
5145,1477,6424111,3209026,2161047
5146,1475,6428105,3150079,2099378
5147,1428,6425781,3146059,2161941
5148,1444,6427070,3201615,2155531
5149,1432,6428188,3199330,2154213
5150,1436,6366816,3196425,2152011
5151,1472,6425626,3202600,2155784
5152,1466,6487080,3206219,2156300
5153,1497,6423139,3147987,2160814
5154,1451,6426662,3151981,2098794
5155,1462,6487555,3158445,2102965
5156,1445,6487840,3164034,2106159
5157,1467,6357862,3170826,2109760
5158,1477,6450730,3172399,2104216
5159,1477,6455632,3165885,2101422
5160,1477,6456181,3151320,2101536
5161,1454,6362426,3209394,2103590
5162,1467,6455829,3149515,2105760
5163,1402,6436361,3155575,2108202
5164,1477,6392487,3149327,2109642
5165,1471,6450486,3187813,2099492
5166,1424,6451202,3186861,2160322
5167,1444,6449578,3195198,2097471
5168,1516,6422727,3189338,2157226
5169,1483,6487477,3193702,2160104
5170,1488,6424879,3187866,2159856
5171,1478,6424760,3189381,2098129
5172,1417,6438436,3197631,2101846
5173,1459,6438203,3195335,2098696
5174,1437,6435163,3203813,2102805
5175,1503,6436204,3146534,2099924
5176,1491,6434034,3208280,2161820
5177,1456,6436259,3203001,2153965
5178,1470,6439225,3198025,2151174
5179,1428,6436187,3194212,2148753
5180,1454,6434160,3190361,2146640
5181,1459,6426447,3186230,2144623
5182,1457,6436599,3184107,2143739
5183,1433,6437306,3182664,2149761
5184,1439,6436750,3190695,2154662
5185,1446,6432434,3195771,2155529
5186,1463,6427136,3202192,2159123
5187,1433,6427787,3209720,2097291
5188,1448,6423410,3207977,2117710
5189,1503,6458851,3192220,2124522
5190,1438,6433327,3188761,2118052
5191,1440,6487864,3187424,2113819
5192,1444,6432918,3186379,2109773
5193,1434,6435138,3183890,2105098
5194,1448,6430442,3189384,2106312
5195,1480,6432215,3194674,2108138
5196,1422,6486275,3200081,2107963
5197,1436,6447869,3195639,2105272
5198,1493,6432394,3192267,2101228
5199,1452,6429200,3189459,2105183
5200,1415,6431359,3198372,2107002
5201,1439,6423010,3204349,2109318
5202,1468,6430751,3210852,2110783
5203,1438,6427403,3150452,2112318
5204,1448,6424652,3155981,2114094
5205,1400,6366587,3161057,2108836
5206,1489,6426581,3149040,2102809
5207,1466,6429635,3209719,2098961
5208,1454,6426978,3205535,2161905
5209,1452,6430585,3202453,2159185
5210,1436,6424130,3197316,2155712
5211,1442,6422817,3192001,2150954
5212,1470,6433127,3186226,2147335
5213,1436,6432150,3195895,2143771
5214,1452,6430733,3202670,2148976
5215,1425,6429435,3209314,2153158
5216,1427,6486125,3148609,2158030
5217,1420,6428550,3157249,2099052
5218,1452,6423459,3164058,2103663
5219,1454,6430995,3159360,2100216
5220,1443,6429047,3152301,2157745
5221,1465,6365484,3146528,2154423
5222,1460,6427338,3205806,2150775
5223,1469,6427430,3201658,2148223
5224,1425,6487384,3197432,2146196
5225,1468,6426502,3194241,2144913
5226,1433,6425824,3192314,2143906
5227,1429,6427703,3199641,2149103
5228,1476,6430503,3204475,2152817
5229,1446,6425470,3205846,2153729
5230,1476,6426047,3146589,2157737
5231,1461,6423849,3152756,2161108
5232,1489,6428644,3159490,2099665
5233,1440,6430456,3165946,2103103
5234,1430,6430861,3171619,2108611
5235,1467,6423509,3179062,2113021
5236,1448,6424515,3173256,2108481
5237,1477,6360122,3160077,2099634
5238,1469,6487671,3153252,2161205
5239,1477,6425595,3161551,2159753
5240,1416,6427067,3155785,2157438
5241,1443,6425001,3151230,2154960
5242,1475,6428989,3206569,2149223
5243,1448,6423379,3204413,2148928
5244,1456,6423295,3201651,2146442
5245,1450,6422903,3196329,2144069
5246,1468,6424166,3190275,2074873
5247,1457,6426943,3185639,2072876
5248,1456,6428309,3181898,2070882
5249,1458,6423264,3112898,2069430
5250,1467,6423461,3185968,2075330
5251,1455,6425170,3192807,2146477
5252,1455,6427840,3201242,2152683
5253,1447,6423619,3205282,2154749
5254,1457,6423765,3146562,2157823
5255,1456,6423734,3151528,2161340
5256,1455,6425648,3157565,2099392
5257,1452,6357917,3162548,2103221
5258,1442,6427132,3168406,2106803
5259,1463,6429551,3163540,2104030
5260,1462,6435758,3154185,2098477
5261,1453,6426936,3151236,2161540
5262,1428,6431474,3211210,2158277
5263,1438,6428127,3204206,2153547
5264,1465,6428864,3198264,2149944
5265,1439,6371978,3193879,2146576
5266,1474,6426805,3189637,2143947
5267,1421,6486060,3196255,2148987
5268,1458,6425594,3202872,2154355
5269,1447,6427100,3210780,2160281
5270,1416,6419180,3148435,2161798
5271,1468,6422986,3153961,2098777
5272,1445,6427526,3157742,2101162
5273,1430,6485247,3163221,2103612
5274,1428,6487712,3167549,2106287
5275,1476,6485653,3172779,2110050
5276,1467,6429392,3177838,2113514
5277,1402,6426576,3250109,2118386
5278,1470,6448583,3244114,2120705
5279,1480,6459382,3247611,2111023
5280,1486,6454839,3157023,2098397
5281,1485,6461965,3160944,2097870
5282,1470,6485643,3167029,2159864
5283,1456,6444858,3155126,2155612
5284,1485,6372311,3149205,2159593
5285,1460,6461454,3206740,2155033
5286,1493,6438774,3192030,2066520
5287,1478,6432085,3186097,2063497
5288,1461,6380244,3188109,2059332
5289,1462,6460556,3112133,2052873
5290,1463,6446978,3109470,2045538
5291,1463,6460158,3107382,2050954
5292,1444,6459718,3105417,2053253
5293,1483,6448310,3099680,2051582
5294,1450,6452841,3144628,2052618
5295,1462,6453603,3135332,2050638
5296,1487,6369868,3130149,2040150
5297,1460,6467098,3112189,2095887
5298,1495,6428102,3034159,2094617
5299,1446,6438966,3031407,2090221
5300,1433,6437965,3034523,2083846
5301,1494,6453053,3022986,2011565
5302,1457,6457343,3017807,1537580
5303,1466,6462129,3064749,1636096
5304,1427,6458527,3075976,1573849
5305,1453,6468399,3065693,1559985
5306,1430,6453984,3063134,1529591
5307,1449,6461648,2983919,1281175
5308,1422,6461394,2969229,1432696
5309,1445,6449130,2961395,1495127
5310,1446,6435738,2959808,1484900
5311,1462,6369231,2961179,1527021
5312,1466,6370045,2962745,1635888
5313,1467,6422943,2951056,1605538
5314,1413,6433821,3012777,1646571
5315,1452,6487286,2949454,1679902
5316,1441,6404831,2987996,1724600
5317,1463,6421833,2995399,1747345
5318,1459,6427204,2995808,1826351
5319,1434,6486288,2989086,1822532
5320,1467,6468507,2985518,1441696
5321,1451,6362808,2979358,1503936
5322,1441,6444279,2903703,1559735
5323,1471,6437436,2908743,1544680
5324,1452,6452471,2896567,1590974
5325,1457,6425702,2907656,1695876
5326,1414,6359050,2898506,1668075
5327,1463,6449673,2903836,1720401
5328,1461,6426535,2899757,1451074
5329,1466,6441474,2894505,1563313
5330,1457,6373233,2897492,1550958
5331,1475,6358801,2905049,1588342
5332,1479,6357547,2897719,1696383
5333,1463,6427287,2903797,1668381
5334,1439,6437489,2901682,1763857
5335,1467,6430611,2900259,1730429
5336,1435,6486784,2905447,1751743
5337,1472,6429882,2911159,1831978
5338,1448,6470646,2905725,1788973
5339,1432,6427390,2681928,1803116
5340,1442,6360296,2633256,1825068
5341,1452,6382227,2720392,1666090
5342,1503,6426778,2734095,1454213
5343,1402,6430663,2736690,1469348
5344,1489,6453848,1956224,1569033
5345,1421,6429681,1969762,1530731
5346,1460,6358478,2040404,1623133
5347,1465,6376424,2157258,1587941
5348,1464,6379879,2133690,1329897
5349,1456,6420329,2184210,1382302
5350,1419,6450935,2230081,1494482
5351,1412,6484947,2337941,1478056
5352,1442,6365240,2321926,1519187
5353,1448,6423777,2364143,1322094
5354,1445,6443693,2386023,1440972
5355,1440,6436820,2483114,1080479
5356,1458,6487312,2449337,1239397
5357,1480,6435214,2543023,1245767
5358,1442,6453632,1535705,1295430
5359,1410,6425714,1695628,1339553
5360,1456,6432340,1720843,1439825
5361,1438,6426745,1802503,1408904
5362,1425,6431524,1880347,1506362
5363,1536,6428210,1929106,1538930
5364,1411,6450334,1992937,985749
5365,1474,6429975,2055713,1081550
5366,1481,6459409,2108300,1164464
5367,1449,6424851,2223121,1231962
5368,1463,6428245,2191479,1290609
5369,1459,6432633,2233530,1349023
5370,1442,6440594,2348309,1403619
5371,1465,6485471,2320460,1452603
5372,1469,6427741,2374530,1570646
5373,1438,6429960,2485242,1550973
5374,1460,6444094,2448615,1610650
5375,1491,6440382,2493146,1648798
5376,1438,6452034,2602164,1683225
5377,1434,6449033,2579156,1715576
5378,1471,6445996,2684822,1745998
5379,1457,6475033,2651669,1770700
5380,1475,6428192,2749939,1795458
5381,1426,6423805,2702147,1816807
5382,1460,6485869,2797244,1836996
5383,1423,6436603,2761797,1857158
5384,1433,6450342,2762001,1850711
5385,1437,6443869,2755885,1842221
5386,1459,6446486,2810736,1839141
5387,1429,6427912,2741231,1850454
5388,1480,6440767,2690498,1853846
5389,1471,6438724,2700687,1853264
5390,1445,6453900,2695718,1875053
5391,1474,6444193,2713383,1868383
5392,1462,6437109,2713501,1882405
5393,1447,6446490,2810794,1957833
5394,1463,6424613,2770343,1879949
5395,1471,6437356,2699981,1876816
5396,1452,6424371,2700717,1874113
5397,1446,6440319,2717027,1219297
5398,1469,6437493,2725289,1293701
5399,1451,6508355,2807312,1432110
5400,1449,6508404,2758851,1497427
5401,1391,6498995,2773607,1488875
5402,1448,6503481,2789511,1540918
5403,1449,6489286,2870512,1587340
5404,1440,6496805,2821669,1696068
5405,1436,6551565,2846921,1674497
5406,1422,6545742,2932272,1711743
5407,1441,6459694,2887016,1747259
5408,1437,6449724,2906557,1779254
5409,1395,6458558,2992076,1808965
5410,1448,6462099,3011069,1836618
5411,1477,6455575,2963911,1861602
5412,1419,6449152,2971093,1878331
5413,1432,6437361,2973931,1956471
5414,1458,6445558,2980123,1904957
5415,1459,6444521,2983917,1916614
5416,1452,6446130,3051648,1926385
5417,1439,6443379,3054418,1935719
5418,1467,6428952,3057517,1944736
5419,1449,6446552,3061499,2024936
5420,1445,6441310,3075312,1972672
5421,1440,6440409,3022688,1986238
5422,1441,6443871,3033848,1996213
5423,1447,6431302,3046470,2007341
5424,1442,6440861,3122987,2082127
5425,1471,6438575,3132933,2090533
5426,1448,6433435,3143412,2033778
5427,1466,6380443,3085698,2040635
5428,1495,6458467,3081582,2037316
5429,1474,6440848,3083019,2037093
5430,1428,6437527,3144070,2035807
5431,1432,6429826,3144052,2037592
5432,1436,6437664,3142268,2037949
5433,1462,6429116,3138238,2037305
5434,1446,6429857,3134173,2036587
5435,1475,6432141,3133488,2037050
5436,1470,6433570,3130900,2036660
5437,1484,6429014,3130054,2036988
5438,1455,6484627,3129901,2037682
5439,1420,6438395,3131506,2039305
5440,1435,6431831,3130923,2039854
5441,1448,6435063,3130385,2039690
5442,1498,6430412,3127736,2038960
5443,1489,6426437,3126413,2045779
5444,1490,6430505,3134605,2052453
5445,1438,6456492,3130369,2050472
5446,1483,6428032,3139665,2056375
5447,1426,6427830,3083898,2063024
5448,1437,6423953,3091819,2066708
5449,1460,6428779,3101055,2072187
5450,1478,6424658,3107766,2076445
5451,1471,6424814,3114658,2145683
5452,1482,6429516,3188005,2149893
5453,1446,6428175,3194441,2153712
5454,1437,6427023,3189126,2075367
5455,1455,6432891,3195138,2145768
5456,1468,6428837,3196729,2151434
5457,1437,6426616,3204578,2156101
5458,1471,6485666,3210629,2159261
5459,1464,6426539,3148472,2162493
5460,1449,6429090,3153066,2100222
5461,1484,6425504,3157058,2102952
5462,1463,6366460,3159249,2097991
5463,1487,6457645,3162168,2100172
5464,1489,6482274,3165725,2161441
5465,1461,6374383,3156472,2158234
5466,1459,6424102,3154472,2156990
5467,1456,6375724,3154721,2157769
5468,1470,6428277,3157487,2152639
5469,1443,6432045,3151902,2158136
5470,1492,6368732,3153639,2160702
5471,1472,6487488,3157852,2156483
5472,1445,6434968,3210807,2159483
5473,1509,6357243,3203498,2155984
5474,1481,6421133,3197573,2151956
5475,1485,6439427,3197180,2157396
5476,1462,6360955,3197164,2157958
5477,1470,6469277,3187107,2153426
5478,1464,6432735,3196100,2083363
5479,1504,6451691,3152073,2058607
5480,1438,6365442,3138421,2042830
5481,1524,6445528,3026525,2145566
5482,1448,6441677,3039262,2148072
5483,1481,6487199,3117364,2144167
5484,1483,6415327,3046714,2057377
5485,1510,6483426,3039838,2049699
5486,1471,6478025,3039876,2050492
5487,1470,6485707,3035114,2045506
5488,1439,6486928,3036755,2044615
5489,1461,6357607,3039683,2044489
5490,1497,6418445,3042075,2044850
5491,1479,6428079,3039498,2042667
5492,1470,6485668,3037012,2032952
5493,1487,6386319,3032968,2093905
5494,1499,6374731,3079118,2094896
5495,1490,6425053,3076073,2096873
5496,1451,6423957,3066370,2092959
5497,1466,6428446,2990524,2086095
5498,1450,6429895,3064359,2093405
5499,1441,6425271,3015655,2091783
5500,1464,6481037,3076267,2034544
5501,1490,6461247,3021201,2036576
5502,1497,6424043,3077517,2035942
5503,1475,6442874,3072463,2095110
5504,1456,6457898,3078636,2044609
5505,1499,6452195,3051804,2073775
5506,1470,6441868,3066848,2076104
5507,1419,6462933,3078169,2142834
5508,1449,6438794,3023910,2145546
5509,1470,6463325,3035415,2147464
5510,1482,6459474,3048050,2149271
5511,1479,6483501,3124777,2150797
5512,1463,6453974,3125868,2146565
5513,1450,6437587,3125865,2148506
5514,1459,6461515,3136838,2152218
5515,1479,6428570,3137262,2154663
5516,1501,6480819,3145721,2155805
5517,1480,6454534,3084471,2149131
5518,1457,6484400,3081635,2146421
5519,1467,6413917,3142592,2076639
5520,1482,6443907,3143378,2145194
5521,1458,6454713,3134711,2072178
5522,1512,6449059,3137510,2065157
5523,1475,6431159,3144109,2058002
5524,1472,6425423,3141724,2050955
5525,1461,6419258,3138549,2048758
5526,1490,6483364,3131367,2046045
5527,1483,6484373,3129835,2044023
5528,1475,6484777,3127389,2039672
5529,1467,6447873,3120378,2035021
5530,1479,6486908,3043052,2096078
5531,1477,6485578,3044101,2094983
5532,1448,6455779,3044067,2092539
5533,1459,6445892,3029265,2046138
5534,1486,6456443,3039053,2046661
5535,1476,6435892,3028208,2038022
5536,1455,6454294,3029962,2038572
5537,1440,6449050,3031425,2039128
5538,1441,6534181,3034636,2039848
5539,1441,6478646,3038987,2041333
5540,1473,6465577,3041181,2041902
5541,1439,6459385,3042892,2042459
5542,1424,6524428,3117764,2049418
5543,1429,6455685,3127078,2056030
5544,1474,6447055,3133603,2058731
5545,1474,6456895,3144767,2064527
5546,1425,6453830,3090293,2069927
5547,1449,6442638,3100623,2075777
5548,1465,6446705,3111728,2147300
5549,1493,6439056,3185424,2152085
5550,1493,6443533,3192132,2155721
5551,1487,6450321,3187655,2152178
5552,1440,6433519,3184182,2149638
5553,1436,6443590,3109381,2142962
5554,1505,6428415,3106157,2075456
5555,1436,6436602,3103176,2073288
5556,1451,6442701,3102075,2072655
5557,1457,6437538,3100384,2070923
5558,1466,6438715,3097379,2069083
5559,1468,6427540,3103151,2073592
5560,1455,6428504,3108689,2143567
5561,1486,6430774,3114809,2147756
5562,1457,6430274,3183849,2151846
5563,1415,6430217,3190985,2155664
5564,1433,6424035,3198370,2159785
5565,1453,6435567,3206095,2097814
5566,1463,6430964,3147861,2101603
5567,1464,6435892,3153948,2104839
5568,1439,6431806,3158074,2106893
5569,1450,6488022,3161695,2109470
5570,1482,6431183,3165989,2112071
5571,1437,6431591,3170602,2107704
5572,1447,6433997,3164484,2103922
5573,1480,6432194,3160416,2100577
5574,1524,6485716,3149344,2101344
5575,1452,6433007,3207449,2104224
5576,1475,6427190,3146720,2106832
5577,1468,6485175,3151209,2108520
5578,1491,6426141,3156910,2110765
5579,1471,6427735,3161064,2112478
5580,1439,6423987,3155609,2108079
5581,1482,6423603,3209890,2103324
5582,1482,6430444,3205730,2100141
5583,1422,6425588,3201817,2162392
5584,1477,6485568,3196605,2158328
5585,1482,6422845,3189329,2154354
5586,1447,6487842,3182886,2150064
5587,1465,6423658,3187846,2153563
5588,1536,6487387,3192841,2156655
5589,1473,6432845,3194720,2156656
5590,1483,6360995,3201649,2160180
5591,1450,6358470,3209416,2098546
5592,1462,6417266,3150134,2101595
5593,1438,6445394,3154119,2102795
5594,1464,6450770,3157537,2105088
5595,1462,6484482,3162000,2107520
5596,1489,6358579,3164692,2109449
5597,1460,6361956,3158661,2104836
5598,1456,6427847,3145973,2099758
5599,1420,6359116,3207938,2161096
5600,1448,6482688,3202998,2156836
5601,1466,6426396,3192602,2149868
5602,1453,6433805,3186697,2146774
5603,1470,6480674,3181183,2143600
5604,1477,6483521,3111714,2075091
5605,1492,6425838,3183645,2145258
